nr	x	y
290	108.24219028240981	43.245355607139665
291	108.10081678873316	46.51941800347136
292	111.88710024057737	46.38686739641124
293	109.02185953008608	46.29740833019783
294	110.46556032521217	43.16956109946265
295	113.39198549486979	45.190514033593395
296	110.68060619883332	47.251149389429486
297	108.22458744138196	48.573744551544465
298	107.93158944938304	43.70593628653942
299	107.4324273886759	40.86050860529605
300	108.25626966170371	41.53101085746174
301	104.44336898208088	43.115465089622795
302	108.51921429573738	40.65707225189943
303	108.51119402190983	37.21522838334985
304	103.91558871127746	39.08973505099276
305	108.6693015493577	39.88158991343682
306	107.74046913009487	41.22427098550384
307	109.59563034376482	41.09361209545871
308	105.83057969776989	43.34624314366651
309	107.32095642852458	41.013796221638685
310	110.36925506020279	41.715771808239154
311	113.55051408468437	39.72505343393022
312	112.48459298644052	38.37569842851415
313	108.61234870445382	40.92121289703576
314	110.15355142504772	39.45532444429314
315	112.65124527864229	38.480351412634256
316	112.4724685101998	39.170116586135315
317	112.85706036357321	39.02837729077182
318	112.29256602677576	45.20271626984673
319	107.5699929252708	40.75772819927911
320	108.12391145947684	44.414979402751385
321	107.68509157504016	45.712003234144916
322	105.95621794872422	47.77646346919246
323	109.37773795976848	47.002553958261714
324	108.52435195384756	47.53567077089275
325	109.9612266544939	47.12308230717227
326	110.70319355315462	45.50468240227423
327	110.26484681449722	46.90324463635058
328	105.85004386041996	45.95621146824094
329	108.32773933751587	43.71401361103473
330	106.74502263239768	43.58082651794538
331	104.65059073157738	43.90854885278346
332	111.52809340666259	44.205363008175574
333	113.8975122197078	42.979068876012896
334	112.86962547534075	47.056263722367724
335	110.19340236726539	47.08866489867605
336	111.86078925357793	43.334451162044665
337	108.14927302570416	42.94515154622965
338	113.43392345996274	43.41707679229273
339	112.26789868303831	40.341593110684016
340	111.91716488339942	46.69921095429911
341	110.6531813037032	46.14709238924155
342	111.15435709286889	47.395746943856786
343	127.20136760988125	60.91833112626669
344	26.774070556459886	25.130271161476266
